Direction,Scenario,Landuse,Gen,Rep,Year,Alive,Starved,Winter_Kill,Predation,Stochastic_Death,Left_Map,Failed_to_Establish,Total_Dispersers,EnergyLevel_Mean,Stdev,Sterr,Variance,PercepDist_Mean,Stdev,Sterr,Variance,StepDist_Mean,Stdev,Sterr,Variance,     TotalDist_Mean,Stdev,Sterr,Variance,Tortuosity_Mean,Stdev,Sterr,Variance,SLDist_Mean,Stdev,Sterr,Variance,TimeSteps_Mean,TimeSteps_SD,Males,Females,ResCount,MaxDispersal
EW,C45,LU,2,1,2012,7,3,0,0,0,0,0,10,5384.22,279.89,105.79,78338.77,100.00,0.00,0.00,0.00,264.67,16.44,6.21,270.38,316240.58,192250.95,72664.03,36960428143.32,185.52,206.84,78.18,42784.82,4630.87,4028.01,1522.44,16224868.03,3071.14,1761.40,4,6,18,12595.2960771
EW,C45,LU,2,10,2012,6,3,0,1,0,0,0,10,5473.48,190.47,77.76,36279.70,100.00,0.00,0.00,0.00,266.11,14.13,5.77,199.80,233746.51,133979.30,54696.82,17950451962.35,71.81,81.04,33.08,6566.90,7491.63,5994.39,2447.20,35932680.30,2281.83,1335.72,6,4,18,14886.0340184
EW,C45,LU,2,2,2012,7,2,0,1,0,0,0,10,5347.84,213.98,80.88,45786.80,100.00,0.00,0.00,0.00,275.06,19.41,7.34,376.84,388459.60,124227.77,46953.68,15432537683.41,51.63,27.03,10.22,730.87,9803.42,5821.89,2200.47,33894448.34,3711.43,1155.31,5,5,32,16942.7117804
EW,C45,LU,2,3,2012,7,3,0,0,0,0,0,10,5310.31,199.27,75.32,39707.70,100.00,0.00,0.00,0.00,278.41,12.36,4.67,152.74,267011.58,119142.90,45031.78,14195029882.25,225.47,403.98,152.69,163195.95,6452.96,7762.84,2934.08,60261708.27,2507.71,1140.80,6,4,25,23220.6157387
EW,C45,LU,2,4,2012,4,4,0,1,0,0,1,10,5433.71,539.39,269.70,290946.77,100.00,0.00,0.00,0.00,263.66,13.46,6.73,181.11,389146.61,58760.04,29380.02,3452742654.61,282.58,444.87,222.43,197906.50,11665.55,13159.03,6579.52,173160191.81,3880.50,663.01,6,4,23,29292.0940203
EW,C45,LU,2,5,2012,7,1,0,2,0,0,0,10,5295.78,380.04,143.64,144430.40,100.00,0.00,0.00,0.00,263.92,21.68,8.20,470.15,339738.27,178986.40,67650.50,32036131717.66,216.25,291.76,110.28,85126.74,10502.76,11699.34,4421.94,136874579.26,3284.86,1587.67,6,4,36,27380.6800342
EW,C45,LU,2,6,2012,5,3,0,1,0,0,1,10,5230.57,413.52,184.93,170998.28,100.00,0.00,0.00,0.00,272.77,19.76,8.83,390.28,360964.14,135730.61,60700.57,18422797144.46,46.71,33.08,14.79,1094.33,9392.33,3137.78,1403.26,9845652.68,3494.00,1351.58,5,5,34,11691.2432979
EW,C45,LU,2,7,2012,6,2,0,2,0,0,0,10,5215.67,736.44,300.65,542347.07,100.00,0.00,0.00,0.00,258.90,20.74,8.47,430.33,175054.10,64197.98,26208.71,4121380418.11,36.47,22.35,9.12,499.47,6697.97,5419.61,2212.55,29372197.02,1750.67,614.98,3,7,15,17071.0354655
EW,C45,LU,2,8,2012,5,2,0,0,0,0,3,10,5137.57,263.87,118.01,69626.32,100.00,0.00,0.00,0.00,269.03,17.35,7.76,300.85,365569.74,67721.73,30286.08,4586232788.44,117.88,101.57,45.42,10316.60,5497.25,4386.99,1961.92,19245642.35,3561.40,660.66,6,4,35,12332.0233076
EW,C45,LU,2,9,2012,4,5,0,1,0,0,0,10,5275.43,411.14,205.57,169039.14,100.00,0.00,0.00,0.00,265.53,15.81,7.91,250.07,273404.93,92345.46,46172.73,8527684670.94,46.23,42.01,21.00,1764.65,9001.00,6574.39,3287.19,43222591.23,2669.75,883.01,7,3,11,17321.1117258
EW,C85,LU,2,1,2012,7,2,0,0,0,0,1,10,5367.77,234.96,88.81,55204.72,100.00,0.00,0.00,0.00,266.15,16.72,6.32,279.40,302342.30,161460.09,61026.18,26069360635.78,58.00,41.62,15.73,1732.39,6509.14,2652.29,1002.47,7034631.55,2951.43,1524.74,4,6,25,9458.62423489
EW,C85,LU,2,10,2012,3,5,0,0,0,0,2,10,5017.24,767.70,443.23,589369.46,100.00,0.00,0.00,0.00,272.52,27.39,15.81,750.26,208018.34,104977.37,60608.71,11020248476.32,36.33,23.02,13.29,529.83,7506.96,5363.12,3096.40,28763046.43,1971.67,891.31,5,5,25,13007.6747115
EW,C85,LU,2,2,2012,5,3,0,2,0,0,0,10,5277.96,106.11,47.46,11259.92,100.00,0.00,0.00,0.00,283.45,12.80,5.72,163.83,297666.32,96180.29,43013.13,9250647872.66,24.26,15.56,6.96,242.26,15073.36,7144.23,3195.00,51040076.59,2755.80,1039.28,7,3,35,26204.6848351
EW,C85,LU,2,3,2012,7,3,0,0,0,0,0,10,5248.37,422.55,159.71,178544.57,100.00,0.00,0.00,0.00,272.62,18.57,7.02,345.00,330783.32,159597.19,60322.07,25471264110.01,122.90,135.58,51.25,18382.99,7149.09,6757.86,2554.23,45668640.48,3152.29,1515.05,6,4,22,18804.3758571
EW,C85,LU,2,4,2012,5,3,0,2,0,0,0,10,5376.34,315.66,141.17,99640.07,100.00,0.00,0.00,0.00,260.81,19.59,8.76,383.77,255886.86,145779.64,65194.64,21251703759.38,72.92,115.19,51.52,13269.32,10733.34,6472.20,2894.46,41889419.70,2513.80,1287.27,5,5,25,16224.5086222
EW,C85,LU,2,5,2012,6,4,0,0,0,0,0,10,5354.28,213.99,87.36,45791.54,100.00,0.00,0.00,0.00,271.90,14.95,6.10,223.47,485469.80,71376.74,29139.43,5094639259.14,44.20,27.49,11.22,755.53,14122.00,6541.55,2670.58,42791825.64,4676.67,614.63,6,4,35,21618.6714408
EW,C85,LU,2,6,2012,5,1,0,3,0,0,1,10,5464.93,159.70,71.42,25503.35,100.00,0.00,0.00,0.00,270.72,16.02,7.16,256.62,394462.49,87586.04,39169.67,7671314910.62,71.53,69.52,31.09,4832.35,9604.02,5888.27,2633.31,34671689.40,3805.60,770.20,5,5,35,16961.6288605
EW,C85,LU,2,7,2012,6,3,0,1,0,0,0,10,5592.58,167.02,68.19,27896.51,100.00,0.00,0.00,0.00,260.19,11.85,4.84,140.34,241534.85,106186.44,43350.43,11275560180.53,100.83,87.04,35.54,7576.80,5620.61,6829.18,2788.00,46637679.70,2449.00,1140.22,6,4,15,19120.0789249
EW,C85,LU,2,8,2012,5,5,0,0,0,0,0,10,5361.23,131.62,58.86,17324.27,100.00,0.00,0.00,0.00,268.33,13.75,6.15,189.16,309157.97,172992.57,77364.63,29926429584.54,215.53,319.79,143.01,102265.20,5816.93,7186.07,3213.71,51639574.38,2984.60,1570.60,5,5,36,17795.21321
EW,C85,LU,2,9,2012,8,1,0,1,0,0,0,10,5345.23,230.88,81.63,53306.64,100.00,0.00,0.00,0.00,269.72,16.78,5.93,281.54,321447.98,160607.03,56783.16,25794616961.09,205.79,282.56,99.90,79841.94,10757.70,11028.47,3899.15,121627143.59,3072.12,1419.68,5,5,12,26095.4877481
EW,Hist,LU,2,1,2012,4,2,0,1,0,0,3,10,5384.27,155.83,77.91,24282.55,100.00,0.00,0.00,0.00,261.24,10.74,5.37,115.24,156094.82,8370.57,4185.29,70066525.66,65.04,93.09,46.54,8665.28,7110.24,4975.48,2487.74,24755373.69,1551.50,75.14,5,5,12,12707.1391667
EW,Hist,LU,2,10,2012,7,3,0,0,0,0,0,10,5686.85,172.51,65.20,29760.93,100.00,0.00,0.00,0.00,246.43,21.44,8.10,459.70,237300.66,118868.40,44928.03,14129696039.68,138.25,113.04,42.72,12777.73,4428.63,5867.33,2217.64,34425610.55,2465.57,1108.50,4,6,12,17022.1685572
EW,Hist,LU,2,2,2012,3,3,0,2,0,0,2,10,5302.13,357.90,206.64,128095.61,100.00,0.00,0.00,0.00,276.48,22.85,13.19,522.28,293283.28,128091.01,73953.38,16407306941.41,89.69,58.94,34.03,3474.43,5036.40,4355.42,2514.60,18969703.42,2869.33,1470.72,7,3,27,9648.08846482
EW,Hist,LU,2,3,2012,6,2,0,1,0,0,1,10,5315.18,152.41,62.22,23228.94,100.00,0.00,0.00,0.00,266.81,12.19,4.98,148.60,308688.36,155883.97,63639.36,24299811390.24,162.55,328.50,134.11,107913.90,9939.88,5176.94,2113.48,26800756.53,2991.17,1413.08,3,7,7,15638.6541227
EW,Hist,LU,2,4,2012,7,3,0,0,0,0,0,10,5563.63,210.36,79.51,44252.25,100.00,0.00,0.00,0.00,249.81,13.99,5.29,195.70,312609.55,144728.96,54702.41,20946472442.92,135.88,137.92,52.13,19023.17,8386.41,10882.83,4113.32,118435909.59,3268.71,1554.78,2,8,12,31343.7228895
EW,Hist,LU,2,5,2012,4,1,0,3,0,0,2,10,5692.33,160.99,80.49,25916.61,100.00,0.00,0.00,0.00,251.80,15.43,7.72,238.12,393480.89,153698.22,76849.11,23623142302.96,383.03,410.16,205.08,168229.96,8119.55,12762.52,6381.26,162881977.92,4059.75,1592.11,6,4,21,27027.416876
EW,Hist,LU,2,6,2012,2,2,0,3,0,0,3,10,5391.57,32.42,22.93,1051.11,100.00,0.00,0.00,0.00,285.88,6.31,4.46,39.78,468410.29,217486.58,153786.24,47300412150.95,53.99,60.08,42.48,3609.10,16894.15,14771.20,10444.82,218188428.44,4346.50,1926.87,8,2,31,27338.9653736
EW,Hist,LU,2,7,2012,5,2,0,2,0,0,1,10,5419.01,511.19,228.61,261312.99,100.00,0.00,0.00,0.00,253.54,11.38,5.09,129.40,256796.75,149039.80,66652.63,22212863356.21,174.13,186.19,83.27,34668.23,2924.30,2976.54,1331.15,8859801.37,2695.20,1671.04,4,6,11,7951.71804835
EW,Hist,LU,2,8,2012,3,3,0,2,0,0,2,10,5393.91,225.97,130.46,51062.17,100.00,0.00,0.00,0.00,269.09,19.91,11.50,396.49,422990.27,116672.90,67361.13,13612565065.90,30.95,22.38,12.92,501.06,20626.11,14873.95,8587.48,221234262.07,4180.67,1218.93,6,4,30,37423.1234666
EW,Hist,LU,2,9,2012,3,5,0,2,0,0,0,10,5453.81,37.53,21.67,1408.32,100.00,0.00,0.00,0.00,255.73,4.20,2.43,17.66,387776.15,194005.32,112009.02,37638064708.71,326.47,427.24,246.67,182535.18,6940.15,10468.79,6044.16,109595606.42,3962.67,1936.36,2,8,7,19023.0314417
EW,C45,NLU,2,1,2012,9,0,0,1,0,0,0,10,5503.04,170.77,56.92,29162.28,100.00,0.00,0.00,0.00,277.52,8.64,2.88,74.61,300563.43,132140.68,44046.89,17461158220.65,166.32,268.80,89.60,72253.27,6491.48,4299.11,1433.04,18482308.55,2834.22,1241.77,9,1,33,12024.0322188
EW,C45,NLU,2,10,2012,7,3,0,0,0,0,0,10,5398.89,308.76,116.70,95334.35,100.00,0.00,0.00,0.00,262.45,18.84,7.12,355.11,199742.33,78260.04,29579.51,6124633687.40,54.65,40.19,15.19,1614.89,6742.52,5690.16,2150.68,32377919.65,1965.86,722.57,5,5,33,16283.2956236
EW,C45,NLU,2,2,2012,5,4,0,0,0,0,1,10,5021.41,353.89,158.27,125241.01,100.00,0.00,0.00,0.00,266.31,17.87,7.99,319.46,229914.40,112224.34,50188.25,12594302134.83,48.50,64.77,28.97,4194.87,14042.95,11817.50,5284.95,139653391.77,2287.60,1225.24,4,6,41,26385.2303691
EW,C45,NLU,2,3,2012,5,5,0,0,0,0,0,10,5202.48,457.47,204.59,209283.32,100.00,0.00,0.00,0.00,257.92,7.57,3.38,57.29,319894.92,112528.40,50324.23,12662641800.90,184.62,290.94,130.11,84646.59,7933.45,9641.60,4311.85,92960449.21,3252.60,1139.02,2,8,33,24671.6461712
EW,C45,NLU,2,4,2012,8,2,0,0,0,0,0,10,5322.07,402.32,142.24,161863.83,100.00,0.00,0.00,0.00,261.49,18.38,6.50,337.76,323780.29,87919.88,31084.37,7729905023.56,278.28,615.22,217.51,378500.93,6725.27,5720.36,2022.45,32722490.26,3256.25,934.13,6,4,32,17978.0021903
EW,C45,NLU,2,5,2012,4,5,0,0,0,0,1,10,5479.33,204.98,102.49,42017.86,100.00,0.00,0.00,0.00,254.36,25.35,12.67,642.48,250517.49,129331.31,64665.66,16726588806.09,181.59,300.94,150.47,90566.99,6909.32,5052.98,2526.49,25532635.65,2605.50,1374.16,5,5,41,11588.7500037
EW,C45,NLU,2,6,2012,3,3,0,4,0,0,0,10,5357.39,133.08,76.83,17710.06,100.00,0.00,0.00,0.00,274.80,9.89,5.71,97.89,401245.89,90894.76,52478.12,8261858296.68,90.26,67.76,39.12,4591.69,6535.40,4193.10,2420.89,17582129.22,3812.00,773.22,4,6,43,9658.69376447
EW,C45,NLU,2,7,2012,5,5,0,0,0,0,0,10,5337.97,267.87,119.80,71755.06,100.00,0.00,0.00,0.00,279.88,13.07,5.85,170.84,236642.75,106046.63,47425.49,11245886812.13,55.80,43.72,19.55,1911.09,7059.16,4527.74,2024.87,20500458.32,2204.60,951.91,9,1,18,11813.6001009
EW,C45,NLU,2,8,2012,7,1,0,2,0,0,0,10,5026.82,348.63,131.77,121544.69,100.00,0.00,0.00,0.00,278.56,13.12,4.96,172.10,244477.24,106498.38,40252.60,11341905066.72,150.12,316.62,119.67,100246.86,10149.72,8017.43,3030.30,64279123.37,2282.00,981.35,7,3,45,21678.5781252
EW,C45,NLU,2,9,2012,7,2,0,1,0,0,0,10,5225.03,357.96,135.29,128132.84,100.00,0.00,0.00,0.00,267.99,9.40,3.55,88.45,254996.19,122663.15,46362.31,15046249562.12,64.29,66.59,25.17,4434.12,7743.38,4813.52,1819.34,23169991.57,2466.57,1128.18,4,6,17,13457.9544729
EW,C85,NLU,2,1,2012,9,0,0,0,0,0,1,10,5379.40,379.10,126.37,143713.69,100.00,0.00,0.00,0.00,263.04,14.33,4.78,205.27,189600.66,30656.40,10218.80,939815045.87,135.61,287.07,95.69,82411.84,7777.66,8005.99,2668.66,64095933.04,1857.67,288.61,4,6,36,25649.6095341
EW,C85,NLU,2,10,2012,9,1,0,0,0,0,0,10,4898.22,617.07,205.69,380777.62,100.00,0.00,0.00,0.00,272.96,17.70,5.90,313.17,211804.87,110288.13,36762.71,12163471359.48,189.15,311.05,103.68,96750.69,5362.87,5603.20,1867.73,31395851.82,2030.78,1105.57,5,5,36,17950.4452124
EW,C85,NLU,2,2,2012,9,1,0,0,0,0,0,10,5207.12,299.51,99.84,89707.30,100.00,0.00,0.00,0.00,274.79,16.93,5.64,286.65,341976.48,149843.83,49947.94,22453172223.33,203.48,504.38,168.13,254403.73,13882.52,11599.18,3866.39,134540958.02,3222.11,1370.75,6,4,43,35492.018822
EW,C85,NLU,2,3,2012,6,3,0,1,0,0,0,10,5422.98,256.83,104.85,65962.41,100.00,0.00,0.00,0.00,257.28,16.33,6.67,266.63,262177.29,104053.43,42479.64,10827116577.84,136.27,207.95,84.90,43245.04,5362.48,4037.03,1648.11,16297628.15,2697.83,1135.95,3,7,34,12622.5480553
EW,C85,NLU,2,4,2012,6,3,0,0,0,0,1,10,5110.31,559.80,228.54,313373.58,100.00,0.00,0.00,0.00,271.57,21.04,8.59,442.76,264393.01,124721.83,50917.47,15555534145.47,79.44,122.50,50.01,15005.89,9366.11,7475.65,3051.92,55885369.46,2564.17,1268.84,6,4,34,20465.4075667
EW,C85,NLU,2,5,2012,7,3,0,0,0,0,0,10,5245.64,227.75,86.08,51870.58,100.00,0.00,0.00,0.00,271.81,16.31,6.17,266.07,292602.01,131252.84,49608.91,17227306702.66,29.76,21.57,8.15,465.29,13420.46,6042.90,2284.00,36516667.71,2811.86,1257.31,5,5,45,18699.1262462
EW,C85,NLU,2,6,2012,3,6,0,0,0,0,1,10,5463.49,120.55,69.60,14531.15,100.00,0.00,0.00,0.00,263.91,12.10,6.98,146.33,249601.03,92627.53,53478.53,8579859078.02,39.62,52.10,30.08,2714.39,18010.01,17634.04,10181.02,310959377.88,2450.33,868.49,5,5,45,37350.9023953
EW,C85,NLU,2,7,2012,7,3,0,0,0,0,0,10,5338.49,423.85,160.20,179649.14,100.00,0.00,0.00,0.00,272.57,22.35,8.45,499.45,255953.36,117302.15,44336.04,13759793698.96,92.23,140.79,53.21,19820.43,16565.52,18774.25,7096.00,352472506.28,2457.29,1119.33,7,3,23,56010.5582038
EW,C85,NLU,2,8,2012,6,3,0,1,0,0,0,10,5300.50,233.56,95.35,54551.85,100.00,0.00,0.00,0.00,266.79,15.25,6.23,232.62,312030.54,144642.84,59050.19,20921552238.01,54.74,56.87,23.22,3234.33,9930.59,6926.35,2827.67,47974312.84,3033.50,1324.08,3,7,45,20533.6967975
EW,C85,NLU,2,9,2012,6,3,0,0,0,0,1,10,5272.39,202.53,82.68,41019.29,100.00,0.00,0.00,0.00,266.19,15.76,6.43,248.23,229027.78,87974.82,35915.57,7739568130.90,101.68,79.30,32.38,6289.14,4163.45,3214.56,1312.34,10333417.64,2222.83,794.09,3,7,18,9544.71352858
EW,Hist,NLU,2,1,2012,8,0,0,1,0,0,1,10,5501.31,108.42,38.33,11754.75,100.00,0.00,0.00,0.00,260.83,12.11,4.28,146.62,232488.44,106315.26,37588.12,11302935240.67,93.39,204.22,72.20,41706.47,14129.07,11723.92,4145.03,137450233.95,2317.75,988.80,4,6,22,31137.1122634
EW,Hist,NLU,2,10,2012,9,1,0,0,0,0,0,10,5394.58,382.88,127.63,146596.58,100.00,0.00,0.00,0.00,263.28,22.68,7.56,514.26,308608.67,140609.99,46870.00,19771168581.93,87.68,84.75,28.25,7182.94,7136.08,8540.99,2847.00,72948525.76,3013.44,1295.42,5,5,22,28726.3411429
EW,Hist,NLU,2,2,2012,4,3,0,1,0,0,2,10,5433.41,61.33,30.66,3760.89,100.00,0.00,0.00,0.00,275.49,10.30,5.15,106.18,376550.94,161513.45,80756.72,26086594069.54,33.21,7.25,3.62,52.54,11499.92,5403.30,2701.65,29195674.12,3517.75,1459.09,7,3,35,16141.8896415
EW,Hist,NLU,2,3,2012,2,6,0,1,0,0,1,10,5557.18,73.88,52.24,5458.04,100.00,0.00,0.00,0.00,281.05,1.11,0.78,1.23,261385.33,74368.71,52586.62,5530705206.05,823.88,314.29,222.23,98776.79,360.73,227.88,161.13,51928.14,2393.00,736.81,8,2,19,521.862925438
EW,Hist,NLU,2,4,2012,6,3,0,0,0,0,1,10,5344.12,287.83,117.51,82844.64,100.00,0.00,0.00,0.00,271.22,16.64,6.79,276.76,375435.34,143100.95,58420.72,20477881075.02,124.22,157.01,64.10,24653.22,12250.66,8907.82,3636.60,79349261.35,3581.33,1307.12,7,3,19,21244.8502981
EW,Hist,NLU,2,5,2012,6,2,0,1,0,0,1,10,5373.47,302.33,123.43,91404.36,100.00,0.00,0.00,0.00,265.70,22.68,9.26,514.24,288695.01,149111.82,60874.65,22234336160.96,35.95,26.23,10.71,688.13,11726.06,8318.24,3395.91,69193171.15,2837.33,1413.20,5,5,26,20919.2184413
EW,Hist,NLU,2,6,2012,4,4,0,0,0,0,2,10,5409.86,196.50,98.25,38613.10,100.00,0.00,0.00,0.00,276.29,16.13,8.07,260.26,365740.07,158416.99,79208.50,25095943446.92,28.57,22.45,11.23,504.02,20013.32,17237.32,8618.66,297125354.13,3450.25,1390.04,5,5,38,45733.65582
EW,Hist,NLU,2,7,2012,10,0,0,0,0,0,0,10,5262.88,358.26,113.29,128349.74,100.00,0.00,0.00,0.00,271.55,17.66,5.58,311.78,246488.99,127397.70,40286.69,16230172833.34,81.08,136.09,43.03,18519.45,8933.77,7229.63,2286.21,52267478.20,2313.00,1150.40,6,4,16,23339.104507
EW,Hist,NLU,2,8,2012,5,5,0,0,0,0,0,10,5410.91,97.79,43.73,9562.92,100.00,0.00,0.00,0.00,279.26,11.23,5.02,126.04,366812.87,135398.67,60552.13,18332800789.14,19.53,10.65,4.76,113.46,21365.73,8860.22,3962.41,78503502.91,3450.40,1352.58,8,2,33,33546.9332101
EW,Hist,NLU,2,9,2012,3,6,0,1,0,0,0,10,5362.56,89.24,51.52,7964.10,100.00,0.00,0.00,0.00,266.56,12.86,7.43,165.49,251343.65,82579.37,47677.22,6819353030.94,196.48,278.06,160.54,77317.86,4712.90,4720.24,2725.23,22280662.86,2472.33,802.68,3,7,7,9862.93186978
WE,C45,LU,2,1,2012,5,5,0,0,0,0,0,10,5265.38,497.01,222.27,247015.51,100.00,0.00,0.00,0.00,275.70,16.40,7.34,269.12,226253.80,111080.34,49676.64,12338841702.38,68.89,73.62,32.92,5420.25,6596.53,6668.43,2982.21,44467980.91,2082.80,942.10,5,5,18,17470.1264429
WE,C45,LU,2,10,2012,5,3,0,2,0,0,0,10,5523.16,294.19,131.57,86548.28,100.00,0.00,0.00,0.00,253.37,8.87,3.97,78.63,282074.38,143721.03,64274.00,20655734729.36,156.30,140.03,62.62,19608.94,2283.72,1263.94,565.25,1597539.64,2923.60,1436.41,5,5,18,4001.85040454
WE,C45,LU,2,2,2012,4,5,0,1,0,0,0,10,5075.80,298.97,149.49,89383.86,100.00,0.00,0.00,0.00,268.05,3.94,1.97,15.52,144489.23,3321.81,1660.90,11034410.33,53.20,70.48,35.24,4968.01,7788.32,6884.99,3442.50,47403111.46,1428.25,19.65,4,6,32,17208.2288257
WE,C45,LU,2,3,2012,9,1,0,0,0,0,0,10,4988.02,484.45,161.48,234693.97,100.00,0.00,0.00,0.00,278.73,20.77,6.92,431.55,167744.25,37411.93,12470.64,1399652247.45,105.90,128.93,42.98,16623.33,4048.62,3116.70,1038.90,9713830.86,1582.56,495.17,5,5,25,8747.42513846
WE,C45,LU,2,4,2012,4,6,0,0,0,0,0,10,4924.32,324.49,162.25,105295.51,100.00,0.00,0.00,0.00,273.01,15.14,7.57,229.12,152185.55,11484.33,5742.16,131889794.87,173.78,322.94,161.47,104289.43,9131.36,6089.90,3044.95,37086881.86,1441.25,35.82,2,8,23,14125.2364744
WE,C45,LU,2,5,2012,6,4,0,0,0,0,0,10,4859.82,371.21,151.55,137798.73,100.00,0.00,0.00,0.00,278.43,17.54,7.16,307.74,180482.53,54041.51,22062.35,2920484638.36,58.51,78.52,32.06,6165.46,8617.48,5926.89,2419.64,35128040.87,1703.50,589.95,4,6,36,15337.2878992
WE,C45,LU,2,6,2012,8,2,0,0,0,0,0,10,4936.09,613.38,216.86,376235.64,100.00,0.00,0.00,0.00,279.85,21.65,7.65,468.68,157489.09,15743.11,5566.03,247845410.32,104.45,124.73,44.10,15557.44,4577.34,4827.36,1706.73,23303433.26,1453.00,149.15,5,5,34,14302.4442665
WE,C45,LU,2,7,2012,8,2,0,0,0,0,0,10,5445.98,141.84,50.15,20117.69,100.00,0.00,0.00,0.00,263.02,11.93,4.22,142.38,314879.55,115175.83,40720.81,13265471804.54,273.63,638.86,225.87,408136.17,11401.69,9814.59,3469.98,96326122.29,3129.50,1168.57,5,5,15,25161.9157162
WE,C45,LU,2,8,2012,9,0,0,1,0,0,0,10,5101.08,305.63,101.88,93411.66,100.00,0.00,0.00,0.00,278.24,13.33,4.44,177.59,186610.39,108441.48,36147.16,11759554096.49,112.92,113.84,37.95,12958.60,4803.01,5614.56,1871.52,31523230.69,1743.44,993.77,5,5,35,15912.418974
WE,C45,LU,2,9,2012,3,6,0,0,0,0,1,10,4996.76,427.99,247.10,183173.81,100.00,0.00,0.00,0.00,269.58,17.49,10.10,306.06,311722.78,22579.54,13036.30,509835665.85,34.83,15.98,9.23,255.44,9955.63,3285.78,1897.05,10796348.50,3032.33,229.09,7,3,11,12317.0381107
WE,C85,LU,2,1,2012,7,3,0,0,0,0,0,10,5099.86,368.42,139.25,135730.33,100.00,0.00,0.00,0.00,275.25,15.00,5.67,224.96,270761.67,127852.51,48323.71,16346264694.37,75.98,61.50,23.25,3782.58,4999.51,3117.58,1178.34,9719323.31,2552.29,1231.11,4,6,25,10040.2109222
WE,C85,LU,2,10,2012,7,3,0,0,0,0,0,10,5165.65,256.76,97.05,65927.89,100.00,0.00,0.00,0.00,279.27,14.74,5.57,217.21,271871.70,124574.86,47084.87,15518896971.45,25.78,19.80,7.48,391.87,14036.83,8848.31,3344.35,78292598.50,2539.57,1206.59,7,3,25,32391.0262583
WE,C85,LU,2,2,2012,7,3,0,0,0,0,0,10,5154.10,194.77,73.62,37936.11,100.00,0.00,0.00,0.00,271.37,13.96,5.28,194.81,157045.44,11988.33,4531.16,143720074.19,136.90,197.35,74.59,38946.42,3253.16,2936.88,1110.04,8625265.14,1511.14,110.06,4,6,35,8901.504821
WE,C85,LU,2,3,2012,8,2,0,0,0,0,0,10,5244.41,185.85,65.71,34541.79,100.00,0.00,0.00,0.00,270.92,15.05,5.32,226.40,193311.80,75582.53,26722.46,5712718427.25,113.18,153.04,54.11,23420.80,7684.51,6952.25,2457.99,48333824.71,1837.88,659.80,5,5,22,19549.0466336
WE,C85,LU,2,4,2012,6,4,0,0,0,0,0,10,4740.22,303.02,123.71,91820.89,100.00,0.00,0.00,0.00,285.91,13.75,5.61,188.99,197854.91,70451.36,28761.65,4963394614.31,41.19,40.24,16.43,1619.01,8108.73,4684.19,1912.31,21941590.23,1778.67,596.11,8,2,25,13689.6797462
WE,C85,LU,2,5,2012,5,5,0,0,0,0,0,10,5195.63,334.56,149.62,111933.26,100.00,0.00,0.00,0.00,284.33,11.28,5.04,127.20,163112.73,17342.24,7755.69,300753398.00,123.55,153.88,68.82,23680.06,6091.61,6161.88,2755.68,37968811.42,1451.00,106.14,7,3,35,15452.2865528
WE,C85,LU,2,6,2012,5,5,0,0,0,0,0,10,4969.43,841.13,376.17,707504.98,100.00,0.00,0.00,0.00,286.42,16.61,7.43,275.77,158163.44,8720.11,3899.75,76040372.16,51.42,59.07,26.42,3489.27,9057.52,7017.63,3138.38,49247179.56,1444.60,87.84,6,4,35,16236.5013033
WE,C85,LU,2,7,2012,8,2,0,0,0,0,0,10,5391.82,356.47,126.03,127070.43,100.00,0.00,0.00,0.00,271.78,13.90,4.92,193.26,394701.82,116653.91,41243.39,13608135408.99,246.58,491.85,173.90,241919.11,9209.49,7409.81,2619.76,54905218.90,3841.12,1121.24,7,3,15,19146.6687676
WE,C85,LU,2,8,2012,4,6,0,0,0,0,0,10,4904.35,595.27,297.63,354345.87,100.00,0.00,0.00,0.00,278.51,19.82,9.91,392.96,155203.76,16955.69,8477.85,287495453.19,63.29,36.29,18.15,1317.32,2916.47,1106.53,553.26,1224400.97,1461.00,185.24,5,5,36,3752.48284307
WE,C85,LU,2,9,2012,7,1,0,2,0,0,0,10,5138.72,305.29,115.39,93199.02,100.00,0.00,0.00,0.00,276.91,11.06,4.18,122.28,407755.52,84874.18,32079.43,7203626763.35,222.06,262.96,99.39,69150.07,8356.81,9791.79,3700.95,95879128.24,3833.29,677.67,6,4,12,28386.2944751
WE,Hist,LU,2,1,2012,7,3,0,0,0,0,0,10,5100.53,439.65,166.17,193295.97,100.00,0.00,0.00,0.00,269.95,19.86,7.51,394.59,323489.68,145059.12,54827.19,21042148023.35,224.18,213.03,80.52,45383.13,5680.90,7031.90,2657.81,49447588.54,3142.29,1402.32,5,5,12,17823.770194
WE,Hist,LU,2,10,2012,5,5,0,0,0,0,0,10,5275.90,303.07,135.53,91848.58,100.00,0.00,0.00,0.00,264.09,17.22,7.70,296.67,258472.76,104514.02,46740.09,10923179872.00,209.42,214.20,95.79,45881.16,3328.50,3020.04,1350.60,9120668.17,2523.00,955.06,2,8,12,7445.55315155
WE,Hist,LU,2,2,2012,7,3,0,0,0,0,0,10,5227.18,336.01,127.00,112903.51,100.00,0.00,0.00,0.00,277.52,16.15,6.10,260.71,180644.18,65177.54,24634.79,4248111230.63,151.07,151.91,57.42,23075.86,4453.24,4554.01,1721.25,20738965.43,1670.29,554.05,5,5,27,12319.9738904
